x0000,y0000
6.145e-05,96829,
6.15e-05,96772,
6.155e-05,96601,
6.16e-05,96404,
6.165e-05,96190,
6.17e-05,96666,
6.175e-05,96494,
6.18e-05,96855,
6.185e-05,96731,
6.19e-05,96651,
6.195e-05,96537,
6.2e-05,96955,
6.205e-05,96143,
6.21e-05,97052,
6.215e-05,96485,
6.22e-05,96735,
6.225e-05,96382,
6.23e-05,96827,
6.235e-05,96693,
6.24e-05,96776,
6.245e-05,96609,
6.25e-05,96866,
6.255e-05,96504,
6.26e-05,96556,
6.265e-05,96490,
6.27e-05,96865,
6.275e-05,97121,
6.28e-05,96467,
6.285e-05,96745,
6.29e-05,97062,
6.295e-05,96860,
6.3e-05,96700,
6.305e-05,96661,
6.31e-05,97049,
6.315e-05,97243,
6.32e-05,97204,
6.325e-05,96649,
6.33e-05,96589,
6.335e-05,97196,
6.34e-05,43022,
6.345e-05,3705,
6.35e-05,570,
6.355e-05,374,
6.36e-05,334,
6.365e-05,318,
6.37e-05,2346,
6.375e-05,60771,
6.38e-05,98340,
