x0000,y0000
0.0001118,4083,
0.0001119,4003,
0.000112,4069,
0.0001121,4122,
0.0001122,4105,
0.0001123,4028,
0.0001124,4112,
0.0001125,4214,
0.0001126,3996,
0.0001127,4111,
0.0001128,4154,
0.0001129,4014,
0.000113,4054,
0.0001131,4086,
0.0001132,4050,
0.0001133,4011,
0.0001134,4219,
0.0001135,4018,
0.0001136,4263,
0.0001137,3978,
0.0001138,4077,
0.0001139,4053,
0.000114,4127,
0.0001141,4059,
0.0001142,3997,
0.0001143,4063,
0.0001144,4014,
0.0001145,3996,
0.0001146,4206,
0.0001147,4048,
0.0001148,4098,
0.0001149,4087,
0.000115,4065,
0.0001151,4098,
0.0001152,4128,
0.0001153,3974,
0.0001154,3968,
0.0001155,3934,
0.0001156,4158,
0.0001157,4000,
0.0001158,4188,
0.0001159,4137,
0.000116,4032,
0.0001161,4040,
0.0001162,4140,
0.0001163,4049,
0.0001164,4008,
0.0001165,4071,
0.0001166,4179,
0.0001167,4091,
0.0001168,4123,
0.0001169,4174,
0.000117,3999,
0.0001171,4062,
0.0001172,4025,
0.0001173,4032,
0.0001174,3995,
0.0001175,4146,
0.0001176,4138,
0.0001177,4130,
0.0001178,4055,
0.0001179,4093,
0.000118,4172,
0.0001181,4210,
0.0001182,4169,
0.0001183,4229,
0.0001184,4036,
0.0001185,4089,
0.0001186,4046,
0.0001187,4029,
0.0001188,4131,
0.0001189,4070,
0.000119,4080,
0.0001191,4101,
0.0001192,4091,
0.0001193,4058,
0.0001194,4206,
0.0001195,4131,
0.0001196,4067,
0.0001197,4027,
0.0001198,4079,
0.0001199,3939,
0.00012,4158,
0.0001201,4198,
0.0001202,4064,
0.0001203,4036,
0.0001204,4242,
0.0001205,4186,
0.0001206,4104,
0.0001207,4141,
0.0001208,4158,
0.0001209,4039,
0.000121,4105,
0.0001211,4022,
0.0001212,4057,
0.0001213,4123,
0.0001214,4042,
0.0001215,4127,
0.0001216,4068,
0.0001217,4013,
0.0001218,3968,
0.0001219,4104,
0.000122,4113,
0.0001221,4153,
0.0001222,4190,
0.0001223,4114,
0.0001224,4064,
0.0001225,4041,
0.0001226,4076,
0.0001227,3984,
0.0001228,4025,
0.0001229,4210,
0.000123,4105,
0.0001231,4068,
0.0001232,4123,
0.0001233,4050,
0.0001234,4187,
0.0001235,4073,
0.0001236,4207,
0.0001237,4071,
0.0001238,4031,
0.0001239,4121,
0.000124,3980,
0.0001241,3946,
0.0001242,4164,
0.0001243,4043,
0.0001244,4120,
0.0001245,4073,
0.0001246,4050,
0.0001247,4086,
0.0001248,4165,
0.0001249,4125,
0.000125,4036,
0.0001251,3996,
0.0001252,4015,
0.0001253,4081,
0.0001254,4108,
0.0001255,4137,
0.0001256,4089,
0.0001257,4162,
0.0001258,4035,
0.0001259,4098,
0.000126,4093,
0.0001261,4116,
0.0001262,4003,
0.0001263,4166,
0.0001264,4110,
0.0001265,4114,
0.0001266,4052,
0.0001267,4004,
0.0001268,4074,
0.0001269,4017,
0.000127,4056,
0.0001271,4082,
0.0001272,4190,
0.0001273,4163,
0.0001274,4067,
0.0001275,4151,
0.0001276,4005,
0.0001277,4152,
0.0001278,4083,
0.0001279,4024,
0.000128,4000,
0.0001281,4135,
0.0001282,4064,
0.0001283,3989,
0.0001284,4259,
0.0001285,4074,
0.0001286,4066,
0.0001287,4151,
0.0001288,4128,
0.0001289,4062,
0.000129,4210,
0.0001291,4056,
0.0001292,4150,
0.0001293,4157,
0.0001294,4127,
0.0001295,4088,
0.0001296,4133,
0.0001297,4035,
0.0001298,4034,
0.0001299,4045,
0.00013,4035,
0.0001301,4002,
0.0001302,3984,
0.0001303,4107,
0.0001304,4202,
